state,statecode,district_code,cdid,candidate_name,party,winner,incumbent,votes,percent,p_per
North Carolina,37,03,3703,Gaskins,Democratic,False,False,82378,0.331,-0.331
North Carolina,37,04,3704,Foushee,Democratic,True,False,194983,0.669,-0.669
North Carolina,37,04,3704,Geels,Republican,False,False,96442,0.331,0.331
North Carolina,37,05,3705,Foxx,Republican,True,True,175279,0.632,0.632
North Carolina,37,05,3705,Parrish,Democratic,False,False,102269,0.368,-0.368
North Carolina,37,06,3706,Manning,Democratic,True,True,139553,0.539,-0.539
North Carolina,37,06,3706,Castelli,Republican,False,False,116635,0.45,0.45
North Carolina,37,06,3706,Watercott,Libertarian,False,False,2810,0.011,0.011
North Carolina,37,07,3707,Rouzer,Republican,True,True,164047,0.577,0.577
North Carolina,37,07,3707,Graham,Democratic,False,False,120222,0.423,-0.423
North Carolina,37,08,3708,Bishop,Republican,True,True,183998,0.699,0.699
North Carolina,37,08,3708,Huffman,Democratic,False,False,79192,0.301,-0.301
North Carolina,37,09,3709,Hudson,Republican,True,True,131453,0.565,0.565
North Carolina,37,09,3709,Clark,Democratic,False,False,101202,0.435,-0.435
North Carolina,37,10,3710,McHenry,Republican,True,True,194681,0.727,0.727
North Carolina,37,10,3710,Genant,Democratic,False,False,73174,0.273,-0.273
North Carolina,37,11,3711,Edwards,Republican,True,False,174232,0.538,0.538
North Carolina,37,11,3711,Beach-Ferrara,Democratic,False,False,144165,0.445,-0.445
North Carolina,37,11,3711,Coatney,Libertarian,False,False,5515,0.017,0.017
North Carolina,37,12,3712,Adams,Democratic,True,True,140494,0.627,-0.627
North Carolina,37,12,3712,Lee,Republican,False,False,83415,0.373,0.373
North Carolina,37,13,3713,Nickel,Democratic,True,False,143090,0.516,-0.516
North Carolina,37,13,3713,Hines,Republican,False,False,134256,0.484,0.484
North Carolina,37,14,3714,Jackson,Democratic,True,False,148738,0.577,-0.577
North Carolina,37,14,3714,Harrigan,Republican,False,False,109014,0.423,0.423
North Dakota,38,00,3800,Kelly Armstrong,Republican,True,True,147980,0.623,0.623
North Dakota,38,00,3800,Cara Mund,,False,False,89371,0.377,0.377
Ohio,39,01,3901,Landsman,Democratic,True,False,151418,0.525,-0.525
Ohio,39,01,3901,Chabot,Republican,False,True,137213,0.475,0.475
Ohio,39,02,3902,Wenstrup,Republican,True,True,188300,0.745,0.745
Ohio,39,02,3902,Meadows,Democratic,False,False,64329,0.255,-0.255
Ohio,39,03,3903,Beatty,Democratic,True,True,174846,0.702,-0.702
Ohio,39,03,3903,Stahley,Republican,False,False,74335,0.298,0.298
Ohio,39,04,3904,Jordan,Republican,True,True,196655,0.693,0.693
Ohio,39,04,3904,Wilson,Democratic,False,False,87106,0.307,-0.307
Ohio,39,05,3905,Latta,Republican,True,True,184205,0.67,0.67
Ohio,39,05,3905,Swartz,Democratic,False,False,90614,0.33,-0.33
Ohio,39,06,3906,Johnson,Republican,True,True,186965,0.677,0.677
Ohio,39,06,3906,Lyras,Democratic,False,False,89086,0.323,-0.323
Ohio,39,07,3907,Miller,Republican,True,False,164904,0.554,0.554
Ohio,39,07,3907,Diemer,Democratic,False,False,132548,0.446,-0.446
Ohio,39,08,3908,Davidson,Republican,True,True,177132,0.649,0.649
Ohio,39,08,3908,Enoch,Democratic,False,False,95829,0.351,-0.351
Ohio,39,09,3909,Kaptur,Democratic,True,True,147512,0.565,-0.565
Ohio,39,09,3909,Majewski,Republican,False,False,113363,0.435,0.435
Ohio,39,10,3910,Turner,Republican,True,True,161792,0.622,0.622
Ohio,39,10,3910,Esrati,Democratic,False,False,98383,0.378,-0.378
Ohio,39,11,3911,Brown,Democratic,True,True,162154,0.776,-0.776
Ohio,39,11,3911,Brewer,Republican,False,False,46862,0.224,0.224
Ohio,39,12,3912,Balderson,Republican,True,True,187322,0.695,0.695
Ohio,39,12,3912,Rippel-Elton,Democratic,False,False,82101,0.305,-0.305
Ohio,39,13,3913,Sykes,Democratic,True,False,146621,0.526,-0.526
Ohio,39,13,3913,Gesiotto Gilbert,Republican,False,False,132181,0.474,0.474
Ohio,39,14,3914,Joyce,Republican,True,True,180251,0.619,0.619
Ohio,39,14,3914,Kilboy,Democratic,False,False,111155,0.381,-0.381
Ohio,39,15,3915,Carey,Republican,True,True,140012,0.572,0.572
Ohio,39,15,3915,Josephson,Democratic,False,False,104613,0.428,-0.428
Oklahoma,40,01,4001,Hern,Republican,True,True,142620,0.612,0.612
Oklahoma,40,01,4001,Martin,Democratic,False,False,80835,0.347,-0.347
Oklahoma,40,01,4001,Rogers,,False,False,9693,0.042,0.042
Oklahoma,40,02,4002,Brecheen,Republican,True,False,167687,0.724,0.724
Oklahoma,40,02,4002,Andrews,Democratic,False,False,54149,0.234,-0.234
Oklahoma,40,02,4002,Robinson,,False,False,9623,0.042,0.042
Oklahoma,40,03,4003,Lucas,Republican,True,True,147302,0.745,0.745
Oklahoma,40,03,4003,Ross,Democratic,False,False,50320,0.255,-0.255
Oklahoma,40,04,4004,Cole,Republican,True,True,149777,0.668,0.668
Oklahoma,40,04,4004,Brannon,Democratic,False,False,74598,0.332,-0.332
Oklahoma,40,05,4005,Bice,Republican,True,True,152567,0.59,0.59
Oklahoma,40,05,4005,Harris-Till,Democratic,False,False,96709,0.374,-0.374
Oklahoma,40,05,4005,Frosch,,False,False,9318,0.036,0.036
Oregon,41,01,4101,Bonamici,Democratic,True,True,210682,0.68,-0.68
Oregon,41,01,4101,Mann,Republican,False,False,99042,0.32,0.32
Oregon,41,02,4102,Bentz,Republican,True,True,208369,0.676,0.676
Oregon,41,02,4102,Yetter,Democratic,False,False,99882,0.324,-0.324
Oregon,41,03,4103,Blumenauer,Democratic,True,True,212119,0.7,-0.7
Oregon,41,03,4103,Harbour,Republican,False,False,79766,0.263,0.263
Oregon,41,03,4103,Delk,,False,False,10982,0.036,0.036
Oregon,41,04,4104,Hoyle,Democratic,True,False,171372,0.506,-0.506
Oregon,41,04,4104,Skarlatos,Republican,False,False,146055,0.431,0.431
Oregon,41,04,4104,Leatherberry,,False,False,9052,0.027,0.027
Oregon,41,04,4104,Howard,,False,False,6075,0.018,0.018
Oregon,41,04,4104,Beilstein,,False,False,6033,0.018,0.018
Oregon,41,05,4105,Chavez-DeRemer,Republican,True,False,178813,0.51,0.51
Oregon,41,05,4105,McLeod-Skinner,Democratic,False,False,171514,0.49,-0.49
Oregon,41,06,4106,Salinas,Democratic,True,False,147156,0.501,-0.501
Oregon,41,06,4106,Erickson,Republican,False,False,139946,0.476,0.476
Oregon,41,06,4106,McFarland,,False,False,6762,0.023,0.023
Pennsylvania,42,01,4201,Fitzpatrick,Republican,True,True,201567,0.549,0.549
Pennsylvania,42,01,4201,Ehasz,Democratic,False,False,165796,0.451,-0.451
Pennsylvania,42,02,4202,Boyle,Democratic,True,True,141229,0.757,-0.757
Pennsylvania,42,02,4202,Bashir,Republican,False,False,45454,0.243,0.243
Pennsylvania,42,03,4203,Evans,Democratic,True,True,251116,0.951,-0.951
Pennsylvania,42,03,4203,Hoeppner,,False,False,12820,0.049,0.049
Pennsylvania,42,04,4204,Dean,Democratic,True,True,224799,0.613,-0.613
Pennsylvania,42,04,4204,Nascimento,Republican,False,False,141986,0.387,0.387
Pennsylvania,42,05,4205,Scanlon,Democratic,True,True,205128,0.651,-0.651
Pennsylvania,42,05,4205,Galluch,Republican,False,False,110058,0.349,0.349
Pennsylvania,42,06,4206,Houlahan,Democratic,True,True,190386,0.583,-0.583
Pennsylvania,42,06,4206,Ciarrocchi,Republican,False,False,136097,0.417,0.417
Pennsylvania,42,07,4207,Wild,Democratic,True,True,151358,0.51,-0.51
Pennsylvania,42,07,4207,Scheller,Republican,False,False,145523,0.49,0.49
Pennsylvania,42,08,4208,Cartwright,Democratic,True,True,146502,0.512,-0.512
Pennsylvania,42,08,4208,Bognet,Republican,False,False,139468,0.488,0.488
Pennsylvania,42,09,4209,Meuser,Republican,True,True,208413,0.693,0.693
Pennsylvania,42,09,4209,Waldman,Democratic,False,False,92258,0.307,-0.307
Pennsylvania,42,10,4210,Perry,Republican,True,True,168810,0.539,0.539
Pennsylvania,42,10,4210,Daniels,Democratic,False,False,144161,0.461,-0.461
Pennsylvania,42,11,4211,Smucker,Republican,True,True,194392,0.616,0.616
Pennsylvania,42,11,4211,Hollister,Democratic,False,False,121089,0.384,-0.384
Pennsylvania,42,12,4212,Lee,Democratic,True,False,184674,0.562,-0.562
Pennsylvania,42,12,4212,Doyle,Republican,False,False,143846,0.438,0.438
Pennsylvania,42,13,4213,Joyce,Republican,True,True,0,1.0,1.0
Pennsylvania,42,14,4214,Reschenthaler,Republican,True,True,0,1.0,1.0
Pennsylvania,42,15,4215,Thompson,Republican,True,True,213818,0.7,0.7
Pennsylvania,42,15,4215,Molesevich,Democratic,False,False,91670,0.3,-0.3
Pennsylvania,42,16,4216,Kelly,Republican,True,True,190064,0.594,0.594
Pennsylvania,42,16,4216,Pastore,Democratic,False,False,130003,0.406,-0.406
Pennsylvania,42,17,4217,Deluzio,Democratic,True,False,193393,0.534,-0.534
Pennsylvania,42,17,4217,Shaffer,Republican,False,False,168902,0.466,0.466
Rhode Island,44,01,4401,Cicilline,Democratic,True,True,99802,0.641,-0.641
Rhode Island,44,01,4401,Waters,Republican,False,False,55909,0.359,0.359
Rhode Island,44,02,4402,Magaziner,Democratic,True,False,100919,0.505,-0.505
Rhode Island,44,02,4402,Fung,Republican,False,False,93637,0.468,0.468
Rhode Island,44,02,4402,Gilbert,,False,False,5454,0.027,0.027
South Carolina,45,01,4501,Mace,Republican,True,True,153757,0.565,0.565
South Carolina,45,01,4501,Andrews,Democratic,False,False,115796,0.425,-0.425
South Carolina,45,01,4501,Oddo,,False,False,2634,0.01,0.01
South Carolina,45,02,4502,Wilson,Republican,True,True,147699,0.601,0.601
South Carolina,45,02,4502,Larkins,Democratic,False,False,98081,0.399,-0.399
South Carolina,45,03,4503,Duncan,Republican,True,True,0,1.0,1.0
South Carolina,45,04,4504,Timmons,Republican,True,True,0,1.0,1.0
South Carolina,45,05,4505,Norman,Republican,True,True,154725,0.64,0.64
South Carolina,45,05,4505,Hundley,Democratic,False,False,83299,0.345,-0.345
South Carolina,45,05,4505,Gaither,,False,False,3547,0.015,0.015
South Carolina,45,06,4506,Clyburn,Democratic,True,True,130923,0.621,-0.621
South Carolina,45,06,4506,Buckner,Republican,False,False,79879,0.379,0.379
South Carolina,45,07,4507,Fry,Republican,True,False,164440,0.649,0.649
South Carolina,45,07,4507,Scott,Democratic,False,False,89030,0.351,-0.351
South Dakota,46,00,4600,Dusty Johnson,Republican,True,True,253786,0.774,0.774
South Dakota,46,00,4600,Collin Duprel,Libertarian,False,False,74010,0.226,0.226
Tennessee,47,01,4701,Harshbarger,Republican,True,True,147253,0.783,0.783
Tennessee,47,01,4701,Parsons,Democratic,False,False,37032,0.197,-0.197
Tennessee,47,01,4701,Baker,,False,False,2466,0.013,0.013
Tennessee,47,01,4701,Makrom,,False,False,1245,0.007,0.007
Tennessee,47,02,4702,Burchett,Republican,True,True,141041,0.679,0.679
Tennessee,47,02,4702,Harmon,Democratic,False,False,66637,0.321,-0.321
Tennessee,47,03,4703,Fleischmann,Republican,True,True,136193,0.683,0.683
Tennessee,47,03,4703,Gorman,Democratic,False,False,60250,0.302,-0.302
Tennessee,47,03,4703,Tyler,,False,False,1731,0.009,0.009
Tennessee,47,03,4703,Rumba,,False,False,1117,0.006,0.006
Tennessee,47,04,4704,DesJarlais,Republican,True,True,122336,0.706,0.706
Tennessee,47,04,4704,Steele,Democratic,False,False,44628,0.257,-0.257
Tennessee,47,04,4704,Winton,,False,False,2834,0.016,0.016
Tennessee,47,04,4704,Benson,,False,False,1804,0.01,0.01
Tennessee,47,04,4704,Jones,,False,False,708,0.004,0.004
Tennessee,47,04,4704,Chandler,,False,False,584,0.003,0.003
Tennessee,47,04,4704,Magyer,,False,False,454,0.003,0.003
Tennessee,47,05,4705,Ogles,Republican,True,False,123358,0.559,0.559
Tennessee,47,05,4705,Campbell,Democratic,False,False,93375,0.423,-0.423
Tennessee,47,05,4705,Brantley,,False,False,2083,0.009,0.009
Tennessee,47,05,4705,Cooper,,False,False,1125,0.005,0.005
Tennessee,47,05,4705,Shannon,,False,False,846,0.004,0.004
Tennessee,47,06,4706,Rose,Republican,True,True,129311,0.663,0.663
Tennessee,47,06,4706,Cooper,Democratic,False,False,65598,0.337,-0.337
Tennessee,47,07,4707,Green,Republican,True,True,108358,0.6,0.6
Tennessee,47,07,4707,Kelly,Democratic,False,False,68897,0.381,-0.381
Tennessee,47,07,4707,Hooper,,False,False,3423,0.019,0.019
Tennessee,47,08,4708,Kustoff,Republican,True,True,156628,0.739,0.739
Tennessee,47,08,4708,Williams,Democratic,False,False,51826,0.244,-0.244
Tennessee,47,08,4708,Hart,,False,False,2532,0.012,0.012
Tennessee,47,08,4708,Henley,,False,False,1062,0.005,0.005
Tennessee,47,09,4709,Cohen,Democratic,True,True,93755,0.7,-0.7
Tennessee,47,09,4709,Bergmann,Republican,False,False,35112,0.262,0.262
Tennessee,47,09,4709,Flinn,,False,False,3348,0.025,0.025
Tennessee,47,09,4709,Clark,,False,False,1160,0.009,0.009
Tennessee,47,09,4709,Cook,,False,False,484,0.004,0.004
Texas,48,01,4801,Moran,Republican,True,False,183005,0.781,0.781
Texas,48,01,4801,Jefferson,Democratic,False,False,51288,0.219,-0.219
Texas,48,02,4802,Crenshaw,Republican,True,True,151369,0.659,0.659
Texas,48,02,4802,Fulford,Democratic,False,False,78216,0.341,-0.341
Texas,48,03,4803,Self,Republican,True,False,163945,0.606,0.606
Texas,48,03,4803,Srivastava,Democratic,False,False,99764,0.369,-0.369
Texas,48,03,4803,Claytor,Libertarian,False,False,6890,0.025,0.025
Texas,48,04,4804,Fallon,Republican,True,True,170467,0.668,0.668
Texas,48,04,4804,Omere,Democratic,False,False,78866,0.309,-0.309
Texas,48,04,4804,Simmons,Libertarian,False,False,6035,0.024,0.024
Texas,48,05,4805,Gooden,Republican,True,True,135990,0.641,0.641
Texas,48,05,4805,Hill,Democratic,False,False,71770,0.338,-0.338
Texas,48,05,4805,Hale,Libertarian,False,False,4296,0.02,0.02
Texas,48,06,4806,Ellzey,Republican,True,True,0,1.0,1.0
Texas,48,07,4807,Fletcher,Democratic,True,True,115390,0.638,-0.638
Texas,48,07,4807,Teague,Republican,False,False,65593,0.362,0.362
Texas,48,08,4808,Luttrell,Republican,True,False,152797,0.681,0.681
Texas,48,08,4808,Jones,Democratic,False,False,68485,0.305,-0.305
Texas,48,08,4808,Eriksen,Libertarian,False,False,3117,0.014,0.014
Texas,48,09,4809,Green,Democratic,True,True,124893,0.767,-0.767
Texas,48,09,4809,Leon,Republican,False,False,38019,0.233,0.233
Texas,48,10,4810,McCaul,Republican,True,True,158784,0.633,0.633
Texas,48,10,4810,Nuno,Democratic,False,False,86123,0.343,-0.343
Texas,48,10,4810,Kelsey,Libertarian,False,False,6051,0.024,0.024
Texas,48,11,4811,Pfluger,Republican,True,True,0,1.0,1.0
Texas,48,12,4812,Granger,Republican,True,True,152732,0.643,0.643
Texas,48,12,4812,Hunt,Democratic,False,False,84879,0.357,-0.357
Texas,48,13,4813,Jackson,Republican,True,True,161562,0.754,0.754
Texas,48,13,4813,Brown,Democratic,False,False,52739,0.246,-0.246
Texas,48,14,4814,Weber,Republican,True,True,149317,0.686,0.686
Texas,48,14,4814,Williams,Democratic,False,False,68386,0.314,-0.314
Texas,48,15,4815,De La Cruz,Republican,True,False,80869,0.533,0.533
Texas,48,15,4815,Vallejo,Democratic,False,False,67913,0.448,-0.448
Texas,48,15,4815,Leone,Libertarian,False,False,2808,0.019,0.019
Texas,48,16,4816,Escobar,Democratic,True,True,94266,0.633,-0.633
Texas,48,16,4816,Armendariz-Jackson,Republican,False,False,54697,0.367,0.367
Texas,48,17,4817,Sessions,Republican,True,True,144183,0.665,0.665
Texas,48,17,4817,Woods,Democratic,False,False,72647,0.335,-0.335
Texas,48,18,4818,Jackson Lee,Democratic,True,True,109968,0.707,-0.707
Texas,48,18,4818,Montiel,Republican,False,False,40761,0.262,0.262
Texas,48,18,4818,Duncan,,False,False,2753,0.018,0.018
Texas,48,18,4818,Kurtz,Libertarian,False,False,2044,0.013,0.013
Texas,48,19,4819,Arrington,Republican,True,True,152042,0.804,0.804
Texas,48,19,4819,Lewis,,False,False,37158,0.196,0.196
Texas,48,20,4820,Castro,Democratic,True,True,114822,0.684,-0.684
Texas,48,20,4820,Sinclair,Republican,False,False,53059,0.316,0.316
Texas,48,21,4821,Roy,Republican,True,True,206786,0.629,0.629
Texas,48,21,4821,Zapata,Democratic,False,False,121936,0.371,-0.371
Texas,48,22,4822,Nehls,Republican,True,True,149757,0.623,0.623
Texas,48,22,4822,Jordan,Democratic,False,False,85440,0.355,-0.355
Texas,48,22,4822,LeBlanc,Libertarian,False,False,5362,0.022,0.022
Texas,48,23,4823,Gonzales,Republican,True,True,116172,0.559,0.559
Texas,48,23,4823,Lira,Democratic,False,False,80430,0.387,-0.387
Texas,48,23,4823,Lopez,,False,False,11123,0.054,0.054
Texas,48,24,4824,Van Duyne,Republican,True,True,177121,0.598,0.598
Texas,48,24,4824,McDowell,Democratic,False,False,119097,0.402,-0.402
Texas,48,25,4825,Williams,Republican,True,True,0,1.0,1.0
Texas,48,26,4826,Burgess,Republican,True,True,183379,0.693,0.693
Texas,48,26,4826,Kolls,Libertarian,False,False,81208,0.307,0.307
Texas,48,27,4827,Cloud,Republican,True,True,133286,0.645,0.645
Texas,48,27,4827,Perez,Democratic,False,False,73370,0.355,-0.355
Texas,48,28,4828,Cuellar,Democratic,True,True,93393,0.566,-0.566
Texas,48,28,4828,Garcia,Republican,False,False,71564,0.434,0.434
Texas,48,29,4829,Garcia,Democratic,True,True,71379,0.714,-0.714
Texas,48,29,4829,Schafranek,Republican,False,False,28635,0.286,0.286
Texas,48,30,4830,Crockett,Democratic,True,False,134011,0.75,-0.75
Texas,48,30,4830,Rodgers,Republican,False,False,39022,0.218,0.218
Texas,48,30,4830,Manning,,False,False,3807,0.021,0.021
Texas,48,30,4830,Gray,Libertarian,False,False,1862,0.01,0.01
Texas,48,31,4831,Carter,Republican,True,True,0,1.0,1.0
Texas,48,32,4832,Allred,Democratic,True,True,115350,0.653,-0.653
Texas,48,32,4832,Swad,Republican,False,False,61232,0.347,0.347
Texas,48,33,4833,Veasey,Democratic,True,True,81764,0.72,-0.72
Texas,48,33,4833,Gillespie,Republican,False,False,29099,0.256,0.256
Texas,48,33,4833,Ashby,Libertarian,False,False,2736,0.024,0.024
Texas,48,34,4834,Gonzalez,Democratic,True,True,70759,0.527,-0.527
Texas,48,34,4834,Flores,Republican,False,True,59404,0.443,0.443
Texas,48,34,4834,Royal,,False,False,4076,0.03,0.03
Texas,48,35,4835,Casar,Democratic,True,False,129084,0.726,-0.726
Texas,48,35,4835,McQueen,Republican,False,False,48831,0.274,0.274
Texas,48,36,4836,Babin,Republican,True,True,145142,0.695,0.695
Texas,48,36,4836,Haire,Democratic,False,False,63697,0.305,-0.305
Texas,48,37,4837,Doggett,Democratic,True,True,219149,0.768,-0.768
Texas,48,37,4837,Garcia Sharon,Republican,False,False,59879,0.21,0.21
Texas,48,37,4837,Patterson,Libertarian,False,False,6329,0.022,0.022
Texas,48,38,4838,Hunt,Republican,True,False,162992,0.63,0.63
Texas,48,38,4838,Klussmann,Democratic,False,False,91768,0.355,-0.355
Texas,48,38,4838,Dejean,,False,False,3953,0.015,0.015
Utah,49,01,4901,Moore,Republican,True,True,178434,0.67,0.67
Utah,49,01,4901,Jones,Democratic,False,False,87986,0.33,-0.33
Utah,49,02,4902,Stewart,Republican,True,True,154883,0.597,0.597
Utah,49,02,4902,Mitchell,Democratic,False,False,88224,0.34,-0.34
Utah,49,02,4902,McFarland,,False,False,8622,0.033,0.033
Utah,49,02,4902,Easley,,False,False,7670,0.03,0.03
Utah,49,03,4903,Curtis,Republican,True,True,182497,0.644,0.644
Utah,49,03,4903,Wright,Democratic,False,False,83687,0.295,-0.295
Utah,49,03,4903,Stoddard,Libertarian,False,False,8287,0.029,0.029
Utah,49,03,4903,Cummings,,False,False,4874,0.017,0.017
Utah,49,03,4903,Heineman,,False,False,4035,0.014,0.014
Utah,49,04,4904,Owens,Republican,True,True,155110,0.611,0.611
Utah,49,04,4904,McDonald,Democratic,False,False,82181,0.324,-0.324
Utah,49,04,4904,Walker,,False,False,16740,0.066,0.066
Vermont,50,00,5000,Becca Balint,Democratic,True,False,175484,0.627,-0.627
Vermont,50,00,5000,Liam Madden,Republican,False,False,78167,0.279,0.279
Vermont,50,00,5000,Ericka Redic,Libertarian,False,False,12563,0.045,0.045
Vermont,50,00,5000,Matt Druzba,,False,False,5686,0.02,0.02
Vermont,50,00,5000,Luke Talbot,,False,False,4412,0.016,0.016
Vermont,50,00,5000,Adam Ortiz,,False,False,3370,0.012,0.012
Virginia,51,01,5101,Wittman,Republican,True,True,197789,0.565,0.565
Virginia,51,01,5101,Jones,Democratic,False,False,148884,0.425,-0.425
Virginia,51,01,5101,Foster,,False,False,3391,0.01,0.01
Virginia,51,02,5102,Kiggans,Republican,True,False,153328,0.517,0.517
Virginia,51,02,5102,Luria,Democratic,False,True,143219,0.483,-0.483
Virginia,51,03,5103,Scott,Democratic,True,True,139659,0.674,-0.674
Virginia,51,03,5103,Namkung,Republican,False,False,67668,0.326,0.326
Virginia,51,04,5104,McEachin,Democratic,True,True,159912,0.644,-0.644
Virginia,51,04,5104,Benjamin,Republican,False,False,88587,0.356,0.356
Virginia,51,05,5105,Good,Republican,True,True,177191,0.577,0.577
Virginia,51,05,5105,Throneburg,Democratic,False,False,129996,0.423,-0.423
Virginia,51,06,5106,Cline,Republican,True,True,173352,0.645,0.645
Virginia,51,06,5106,Lewis,Democratic,False,False,95410,0.355,-0.355
Virginia,51,07,5107,Spanberger,Democratic,True,True,143357,0.523,-0.523
Virginia,51,07,5107,Vega,Republican,False,False,130586,0.477,0.477
Virginia,51,08,5108,Beyer,Democratic,True,True,197760,0.737,-0.737
Virginia,51,08,5108,Lipsman,Republican,False,False,66589,0.248,0.248
Virginia,51,08,5108,Fikre,,False,False,4078,0.015,0.015
Virginia,51,09,5109,Griffith,Republican,True,True,182207,0.734,0.734
Virginia,51,09,5109,DeVaughan,Democratic,False,False,66027,0.266,-0.266
Virginia,51,10,5110,Wexton,Democratic,True,True,157405,0.533,-0.533
Virginia,51,10,5110,Cao,Republican,False,False,138163,0.467,0.467
Virginia,51,11,5111,Connolly,Democratic,True,True,193190,0.669,-0.669
Virginia,51,11,5111,Myles,Republican,False,False,95634,0.331,0.331
Washington,53,01,5301,DelBene,Democratic,True,True,181992,0.636,-0.636
Washington,53,01,5301,Cavaleri,Republican,False,False,104329,0.364,0.364
Washington,53,02,5302,Larsen,Democratic,True,True,202980,0.602,-0.602
Washington,53,02,5302,Matthews,Republican,False,False,134335,0.398,0.398
Washington,53,03,5303,Gluesenkamp Perez,Democratic,True,False,160314,0.504,-0.504
Washington,53,03,5303,Kent,Republican,False,False,157685,0.496,0.496
Washington,53,04,5304,Newhouse,Republican,True,True,150619,0.681,0.681
Washington,53,04,5304,White,Democratic,False,False,70710,0.319,-0.319
Washington,53,05,5305,McMorris Rodgers,Republican,True,True,188648,0.597,0.597
Washington,53,05,5305,Hill,Democratic,False,False,127585,0.403,-0.403
Washington,53,06,5306,Kilmer,Democratic,True,True,208710,0.601,-0.601
Washington,53,06,5306,Kreiselmaier,Republican,False,False,138754,0.399,0.399
Washington,53,07,5307,Jayapal,Democratic,True,True,295998,0.857,-0.857
Washington,53,07,5307,Moon,Republican,False,False,49207,0.143,0.143
Washington,53,08,5308,Schrier,Democratic,True,True,179003,0.534,-0.534
Washington,53,08,5308,Larkin,Republican,False,False,155976,0.466,0.466
Washington,53,09,5309,Smith,Democratic,True,True,171746,0.717,-0.717
Washington,53,09,5309,Basler,Republican,False,False,67631,0.283,0.283
Washington,53,10,5310,Strickland,Democratic,True,True,152544,0.571,-0.571
Washington,53,10,5310,Swank,Republican,False,False,114777,0.429,0.429
West Virginia,54,01,5401,Miller,Republican,True,True,151511,0.667,0.667
West Virginia,54,01,5401,Watson,Democratic,False,False,65428,0.288,-0.288
West Virginia,54,01,5401,Fox-Spencer,,False,False,10257,0.045,0.045
West Virginia,54,02,5402,Mooney,Republican,True,True,160493,0.656,0.656
West Virginia,54,02,5402,Wendell,Democratic,False,False,84278,0.344,-0.344
Wisconsin,55,01,5501,Steil,Republican,True,True,162566,0.541,0.541
Wisconsin,55,01,5501,Roe,Democratic,False,False,135791,0.452,-0.452
Wisconsin,55,01,5501,Barman,,False,False,2247,0.007,0.007
Wisconsin,55,02,5502,Pocan,Democratic,True,True,268740,0.71,-0.71
Wisconsin,55,02,5502,Olsen,Republican,False,False,101889,0.269,0.269
Wisconsin,55,02,5502,Alexander,,False,False,7689,0.02,0.02
Wisconsin,55,03,5503,Van Orden,Republican,True,False,164633,0.518,0.518
Wisconsin,55,03,5503,Pfaff,Democratic,False,False,152939,0.482,-0.482
Wisconsin,55,04,5504,Moore,Democratic,True,True,192226,0.754,-0.754
Wisconsin,55,04,5504,Rogers,Republican,False,False,57660,0.226,0.226
Wisconsin,55,04,5504,Raymond,,False,False,5165,0.02,0.02
Wisconsin,55,05,5505,Fitzgerald,Republican,True,True,243734,0.644,0.644
Wisconsin,55,05,5505,Van Someren,Democratic,False,False,134572,0.356,-0.356
Wisconsin,55,06,5506,Grothman,Republican,True,True,0,1.0,1.0
Wisconsin,55,07,5507,Tiffany,Republican,True,True,209270,0.619,0.619
Wisconsin,55,07,5507,Ausman,Democratic,False,False,128895,0.381,-0.381
Wisconsin,55,08,5508,Gallagher,Republican,True,True,223806,0.735,0.735
Wisconsin,55,08,5508,Boucher,,False,False,48757,0.16,0.16
Wisconsin,55,08,5508,VandenPlas,Libertarian,False,False,32043,0.105,0.105
Wyoming,56,00,5600,Harriet Hageman,Republican,True,False,132215,0.698,0.698
Wyoming,56,00,5600,Lynnette GreyBull,Democratic,False,False,47241,0.249,-0.249
Wyoming,56,00,5600,Richard Brubaker,Libertarian,False,False,5420,0.029,0.029
Wyoming,56,00,5600,Marissa Selvig,,False,False,4503,0.024,0.024
